gene_collect,label
Prss50,original
1700016F12Rik,original
AC009656.1,original
CD24,original
LGALS7B,original
LINC02878,original
Crygd,original
Il13ra1,original
ZNF300P1,original
Gm6685,original
Gm19557,original
MAGEC3,original
RNU7-151P,original
AC090200.1,original
Gm47419,original
Zfp37,original
AC036214.4,original
TMEM255A,original
Olfr458,original
RPL29P17,original
Traj9,original
POC1B-GALNT4,original
Hoxd11,original
Gm41148,original
Nthl1,original
AP000265.1,original
Ppp1r27,original
LINC01570,original
AL021578.1,original
4930404A12Rik,original
Arhgef25,original
Pbx2,original
KRT125P,original
Gm10550,original
GLC1I,original
Mpzl3,original
NDST2,original
GLDN,original
ELOCP10,original
Slc25a32,original
TTLL3,original
AC108488.1,original
Inpp1,original
LINC01492,original
RN7SL786P,original
PIGM,original
ZNF75D,original
Gm28609,original
Trim30c,original
Gm19708,original
SELENOKP2,original
Il2,original
Gm44633,original
AC079680.1,original
TRMT13,original
LINC02320,original
Ssmem1,original
TDRD6,original
GZMM,original
KLHL17,original
Abcc6,original
CRS,original
Olfr453,original
Rpgrip1l,original
PABPN1P2,original
TMEM229A,original
Gm11376,original
FMNL1-AS1,original
Fmnl2,original
Gm48854,original
Gm43848,original
MIR4708,original
Gm26507,original
Rhox2d,original
ATP5F1EP1,original
MIR4251,original
IDH3B,original
GLYATL1B,original
AC141586.2,original
Gje1,original
CLAPB1,original
Olfr1417,original
AF107885.2,original
SNORD65,original
KMT2C,original
ADCY10P1,original
Aass,original
SPINK14,original
AL031587.2,original
MIR7706,original
AC004540.1,original
RPL39P20,original
AC125613.1,original
Gm47252,original
GSK2,original
RNU6-145P,original
PLPP1,original
Dgcr6,original
MIR1909,original
Dtx3l,original
MINDY4B,original
DNAJB6P8,original
RPS2P31,original
TRAV8-3,original
RAB8IPL1,original
Ptger1,original
Klhl25,original
CASKP1,original
FRMD4B,original
1700095A21Rik,original
AC097375.4,original
SNORA48B,original
Gm26909,original
SFXN3,original
Z86062.2,original
Kcnk5,original
OAZ2,original
SSU72P8,original
Zcchc11,original
RBM5-AS1,original
PWRN4,original
Nr4a3,original
HROB,original
SMC2,original
Defb21,original
ADH5P3,original
KRTAP2-5P,original
Prox1os,original
FRA4D,original
MTND4P28,original
ZNF653,original
Gm13003,original
Gm17334,original
OR2A4,original
Traj44,original
PEG3,original
AC087501.4,original
ZNF705F,original
RN7SL157P,original
IGHV4-4,original
RPL10AP3,original
MAPRE1P1,original
Trav7d-2,original
Gsr,original
OR7M1P,original
HAO2,original
Gm42720,original
RNF207-AS1,original
Rufy3,original
ERVK9-1,original
Gm31048,original
HNRNPA1P3,original
Myadml2,original
LY6S,original
PIRC82,original
Frmd4b,original
CAP2P1,original
MIR1974,original
MAPK15,original
IMPDH1P2,original
Lbp,original
S100A11P5,original
LINC00375,original
KRT18P24,original
UQCRFS1P2,original
Gm43703,original
RN7SL168P,original
AL160004.1,original
PNMA8A,original
TRAV6,original
HPAFP,original
AC079313.2,original
Gm48728,original
Gm15517,original
Irs3,original
RPL31P28,original
TRQ-CTG9-1,original
AC007876.1,original
HNRNPDLP4,original
Mycbpap,original
LINC00567,original
PIGP,original
TSPAN7,original
Lmo3,original
Gm14565,original
Cd163l1,original
MINAR2,original
Dbndd1,original
FAM225A,original
Fancc,original
ATP5PBP1,original
Slc30a2,original
AC006159.1,original
SSBP3P2,original
Rps6ka1,original
RNU6-591P,original
RNU6-172P,original
MCUB,original
Gm26752,original
UTY,original
CAMKV,original
AC007952.7,original
AC087242.1,original
CSNK1G1,original
MDRS1,original
Helt,original
AC138150.1,original
Nphs1,original
AL353804.2,original
CEP192-DT,original
CPT2P1,original
RPL21P4,original
ATP2C2-AS1,original
TMEM242-DT,original
SEC23IP,original
MIR3620,original
FAM8A6P,original
SENP1,original
AC108471.2,original
IFNA16,original
Gm16339,original
Gm48656,original
Mcts2,original
IGHV3-63,original
TRBV7-4,original
AC114947.2,original
C1orf198,original
GSN-AS1,original
Arpp19,original
GRIN3B,original
Synj1,original
CCNB1IP1P1,original
LINC01079,original
AC009102.2,original
AC016240.1,original
Fdft1,original
I730028E13Rik,original
AMPD1,original
AC010638.1,original
FAM209A,original
Metap2,original
Olfr1240,original
PRELID1P4,original
ANP32BP2,original
BCL7,original
SYPL1P1,original
KRT8P12,original
AL136376.1,original
PPIAL4A,original
GRHPR,original
TCRGJ1,original
BC024063,original
Parg,original
SPG38,original
AL158042.1,original
A230098N10Rik,original
Arel1,original
Ube4bos1,original
PLCXD2,original
TMCC2-AS1,original
MAST3,original
HSP90AB5P,original
LINC02912,original
Arhgap28,original
NFYA,original
AL450311.1,original
C20orf37,original
Ints11,original
SLC46A2,original
PSORS9,original
DI,original
Olfr514,original
GAPDHP14,original
Gm40437,original
AC026954.3,original
TRGV6,original
Ripply1,original
SCA34,original
ARL5AP2,original
VCP,original
Sema3a,original
IGKV1D-42,original
AC127341.5,original
AL513321.2,original
Gm12088,original
PANK4,original
OR5BQ1P,original
Ict1os,original
AC116914.1,original
C11orf88,original
Gm29674,original
TCRGC1,original
FSD1L,original
1700120G11Rik,original
Prl2c3,original
C2orf69,original
Etv2,original
AC005632.6,original
CLRN3,original
Gm29260,original
CDK2AP2P2,original
RN7SL726P,original
AL160272.1,original
Vmn1r104,original
RNU7-9P,original
Btbd35f4,original
Rgs6,original
MTND2P2,original
ZADH2,original
IRS4-AS1,original
DEFB127,original
AL139106.1,original
OR5M1,original
AC010307.4,original
Mrps33,original
SFTPI,original
OR9S24P,original
NSMCE1,original
PTOV1-AS2,original
TRBV8-2,original
IGLP1,original
Gm8677,original
Gm12051,original
Magea10,original
Ptger3,original
Plxnb1,original
Serinc4,original
Gm37454,original
OR6A1,original
RN7SL409P,original
AC116049.2,original
LYST-AS1,original
HIBADH,original
TCERG1L,original
PPP1R12BP1,original
C20orf202,original
Grxcr1,original
PPP6R1,original
Gm5152,original
RNU6-1207P,original
RPL12P36,original
AC109492.1,original
DYNC1LI2,original
AL133410.2,original
RN7SL496P,original
USP17L15,original
LRRK2-DT,original
Psen1,original
MED10,original
Il13ra2,original
Scn3a,original
Gm13793,original
OFD1P6Y,original
AL158090.1,original
DDIT4-AS1,original
CCZ1P1,original
AC125178.1,original
Gm41102,original
NEDD2,original
Cdc42ep1,original
CCL4L2,original
1700047M11Rik,original
AC079340.3,original
AL139316.1,original
AL390791.1,original
ZFP42,original
ZNF705B,original
RPL23AP48,original
RPL17P40,original
RAB40C,original
Gm12909,original
HMGB3P4,original
CROCC,original
MIR1273C,original
SDH1,original
VN1R16P,original
AL121894.3,original
RNA5SP299,original
PPAN-P2RY11,original
AC139844.1,original
AC092756.1,original
GRK5-IT1,original
TRR-CCT1-1,original
Gm47270,original
SEC16B,original
Olfr912,original
LINGO1-AS1,original
TUSC7,original
RPL7P45,original
Gm43269,original
AL591043.2,original
TOMM22,original
Fam53a,original
NSG2,original
IGLV3-17,original
Gm44107,original
H1f0,original
USP7-AS1,original
Klk7,original
AP000282.1,original
AFAP1-AS1,original
PPP2R5D,original
Tars2,original
Zzz3,original
ACO2,original
SRP14-DT,original
LINC02820,original
NUDT19-DT,original
TRA-AGC9-2,original
RPS15AP36,original
AC092338.2,original
PGA4,original
Ccs,original
Gm17435,original
HSPE1P21,original
Plpp2,original
Chst13,original
Ptpn3,original
Ubl4b,original
Ggnbp1,original
MDC,original
SNORD64,original
IGHV3-53,original
Dapp1,original
Gm31793,original
ZNF212,original
Gprin3,original
ALS2CL,original
OR8K5,original
Rnf40,original
PPIAP67,original
Slpi,original
Tas2r140,original
ANAPC15P2,original
AC118755.2,original
LMX1B-DT,original
Gm41219,original
AC073176.1,original
Odf3l2,original
Aldh16a1,original
Clptm1l,original
MRT21,original
RPL15P14,original
IGKV1OR2-9,original
Nek5,original
1700052K11Rik,original
Gm42517,original
FAM21B,original
USP17L16P,original
AC137894.1,original
MIR23AHG,original
Cnep1r1,original
Fam46a,original
Gm19325,original
Krt40,original
Dhfr,original
AL138831.1,original
MRPL50P4,original
PHGR1,original
AC092807.1,original
Myod1,original
AP001922.6,original
RBMY2AP,original
OR51F2,original
SLC35D1,original
Cbln3,original
Unc5b,original
C130013H08Rik,original
Ptcd2,original
ANKRD34C-AS1,original
AC005342.1,original
HPE2,original
Gm3550,original
Olfr983,original
AC005551.1,original
NAV2-AS1,original
Gm20671,original
R3hdm1,original
PFDN4,original
SNX18P18,original
CALML3,original
ZDHHC4P1,original
PELP1,original
AL353708.2,original
AC010609.1,original
C4bp,original
4930412F09Rik,original
AL391645.1,original
CHCHD2P4,original
Srf,original
RNA5SP444,original
LINC01219,original
B230369F24Rik,original
NRIR,original
Glod4,original
MIR6748,original
CD300LD-AS1,original
GALK2,original
SPG16,original
MIR6844,original
Tas2r130,original
AC090907.2,original
PIRC20,original
MIR219A1,original
AL358976.2,original
AL133230.1,original
Ttll11,original
MIR329-1,original
Tmod1,original
B020031H02Rik,original
PRR8,original
RNU6-458P,original
NIBAN1,original
RNU6-1060P,original
DMBT1,original
HNRNPCL3,original
Gm26521,original
OTSC9,original
Gm36529,original
VCPKMT,original
AC127002.2,original
Klk1b22,original
SLC9A8,original
SNAP25-AS1,original
CYP4A27P,original
RNU6-30P,original
SMARCE1P2,original
Sergef,original
AL592295.3,original
Rce1,original
C9orf2,original
Pcgf5,original
Gpr119,original
AC092845.1,original
A1bg,original
Slc24a4,original
Gm20356,original
DDX18,original
SCZD5,original
Loxl4,original
AP000428.2,original
SNORD32B,original
AL353593.2,original
EVA1B,original
Rab3gap1,original
OR51A9P,original
RPS3P7,original
SEPTIN7P13,original
Pacs2,original
Gm4657,original
PDNP1,original
Zfp978,original
Ttc9c,original
Sparcl1,original
Gm29114,original
Gm20807,original
NUDT15P2,original
LINC02975,original
CDC27P7,original
Trim65,original
AC019155.2,original
PHTF2,original
AL590666.1,original
Grb7,original
BOD1P2,original
AU040972,original
AC015961.2,original
BC080695,original
Gpr142,original
AL596442.1,original
Pycr2,original
Dnajc5b,original
Prorsd1,original
TMEM25,original
TGOLN2,original
SHISAL1,original
BLID,original
AC132444.6,original
HCF2,original
AL645937.2,original
CRLF3P2,original
FAM74A1,original
C9orf135-DT,original
CSTF3,original
Phkg1,original
H3P23,original
HCG2P4,original
AC021097.2,original
Mapk12,original
Gm26739,original
Gm20498,original
HSD17B2,original
UBXN4,original
PTMAP6,original
IGKV2-24,original
MIR2052,original
TRIM67,original
STX1B1,original
AC136475.7,original
CT47A10,original
AP000266.1,original
A930006L05Rik,original
Spidr,original
C14orf40,original
HMGN2P13,original
RNA5SP238,original
Olfr653,original
CST2,original
RPS10P19,original
GPI,original
SNORD114-25,original
Tmem45a2,original
OR2AF2P,original
AC111170.1,original
IGHVIII-44,original
Gm16126,original
AL162595.1,original
AC053545.1,original
Arl9,original
CDHR2,original
LINC03076,original
Hsd3b2,original
PRIM2,original
MRX64,original
RN7SL867P,original
MYBL1,original
3110004A20Rik,original
Smarcb1,original
SLC51B,original
RNU7-170P,original
LINC00846,original
NALF1,original
TMEM203,original
TRDV1,original
LINC01065,original
Serpinb7,original
AC024614.1,original
CRACR2A,original
LINC00842,original
CCDC200,original
AC140325.2,original
Bloc1s5,original
Mars2,original
PDCD6P1,original
Tmem204,original
MATR3P1,original
PPFIA1P1,original
DNAJA1P1,original
Akna,original
RPL23AP93,original
Tnk1,original
AC010809.2,original
Il1r1,original
PLIN4,original
LINC01566,original
VN1R47P,original
Nr2c2ap,original
Dnah3,original
LINC01506,original
Prelid1,original
TRA-AGC23-1,original
Hsdl2,original
Gm29291,original
PLLP,original
Gm45620,original
TRUND-NNN4-1,original
AC008278.2,original
Mylk4,original
AC068790.9,original
Cdx1,original
IL36RN,original
ST13P2,original
Gm14327,original
Kdm4c,original
Mcoln2,original
Foxred1,original
Toporsl,original
Olfr303,original
DHCR7,original
IGLV2-18,original
AL079307.2,original
Irs4,original
ADDL,original
AC018809.1,original
Gpr135,original
AC099811.5,original
C10orf113,original
ST13P10,original
Cyb5a,original
AC096733.1,original
NT5DC2,original
TRIM65,original
Gm3752,original
Sat2,original
Mmp25,original
AC005740.4,original
SUPT16H,original
4933403O08Rik,original
HOOK1,original
BHLHA15,original
OR7E57P,original
RNU6-887P,original
SNORD113-5,original
AC034102.5,original
Trim35,original
EEF1E1-BLOC1S5,original
FAM104B,original
UGT2B11,original
Atf1,original
Pitpnb,original
Igf1r,original
Gm10096,original
Pcdh18,original
Gadl1,original
ABCB6,original
AC073188.2,original
TMEM44-AS2,original
SHANK1,original
Gm48223,original
MIR1302-6,original
MIR449A,original
Celrr,original
Tor4a,original
Gm13782,original
ACTN4P1,original
AL161668.1,original
Marveld2,original
Igkv1-131,original
HK2-DT,original
Nob1,original
Pbx4,original
NT5C3AP2,original
AC090510.2,original
LCE1C,original
RNU6-160P,original
Adam18,original
Hcn3,original
Adhfe1,original
AC009704.1,original
Zfp948,original
Gm13417,original
Slc13a3,original
AC138625.1,original
LINC01499,original
MIR3059,original
RNU6-769P,original
NKX1-1,original
Gm27162,original
Lins1,original
NCRNA00098,original
AC136616.1,original
DAPK2,original
MAS1,original
Capg,original
AL109840.2,original
Ubl4a,original
AC104758.5,original
4930402K13Rik,original
TCAM1P,original
C1orf137,original
LINC02431,original
AC073508.3,original
Neurl1b,original
AC006566.2,original
Exo1,original
YBX3P1,original
Gm48855,original
BX640515.1,original
JARID2,original
Maea,original
AC102953.1,original
ZNF588,original
Olfr869,original
RN7SL456P,original
Ube2c,original
TPT1P10,original
SRS,original
Golga7b,original
SCGN,original
RNU7-96P,original
RCE1A,original
PPIAP29,original
Kif1a,original
DOCK9,original
Prl6a1,original
Gm21916,original
SNORA11,original
Gm33524,original
Lypd1,original
Fam217b,original
Gm44854,original
PTEN,original
ZNF720,original
UBTFL3,original
TACC1P1,original
TTTY28P,original
TSPY18P,original
Cdc37,original
Mgat4a,original
CCDC116,original
BCOR,original
ALG1L8P,original
FAM174C,original
Fus,original
Hpcal1,original
SNORD13P2,original
AC109309.1,original
AC005014.4,original
GMCL1P2,original
AC025752.1,original
MRPS6,original
TOMM22P6,original
Gap43,original
AC153364.1,original
AL133395.1,original
Lyar,original
RNU6-1209P,original
SLC25A15P3,original
FSCN1,original
AC079921.1,original
AL512658.1,original
HHLA2,original
RPS15P7,original
ACOXL-AS1,original
Gm36823,original
ELOCP23,original
Tsta3,original
UBR7,original
AL162384.1,original
RNU6-1268P,original
MIR514B,original
Atp5s,original
IGHV3-62,original
Zar1l,original
RPL17P9,original
AL138999.1,original
Cenpw,original
SVIL2P,original
AC121334.3,original
AC004593.3,original
GRASLND,original
Icosl,original
AC008737.1,original
AC025176.1,original
TRL-AAG2-2,original
Gja10,original
EEF1A1P46,original
SETP12,original
AC109460.4,original
Pde6b,original
Zfp986,original
RFPL4AP2,original
KRTAP20-2,original
Gm38324,original
AC108449.3,original
PINLYP,original
AGS2,original
MAGOH-DT,original
Rnf38,original
PIMREGP4,original
SLC39A13,original
NAT10,original
AC073896.4,original
NOL4L-DT,original
C2cd2,original
PHLDA1-DT,original
Gja3,original
MFSD4BP1,original
RNU6-1217P,original
RNY5P8,original
AC079807.1,original
TENM3-AS1,original
Astx4d,original
AC004130.2,original
MIR922,original
Zfp536,original
LINC01922,original
TBCE,original
Gm47777,original
Gm6117,original
DRAXIN,original
AP4B1-AS1,original
AC010891.1,original
DFNA25,original
MIR650,original
APOBEC3D,original
DLGAP1-AS1,original
Hoxc5,original
SNX20,original
Gm10584,original
PARN,original
Atp6v1g3,original
Trav14d-3-dv8,original
Iapp,original
AL590814.1,original
AC114810.1,original
MRGPRG-AS1,original
Gm20484,original
STAT4,original
CICP19,original
ELFN2,original
RPS2P36,original
Gm47754,original
GCLC-AS1,original
Col6a3,original
Fbxw25,original
MYL6B,original
Chga,original
LINC01248,original
Srsf2,original
AC093157.1,original
Tnnc1,original
Wasf3,original
Vmn2r16,original
Vmn1r180,original
Cyb5r2,original
AC010524.1,original
Olfr954,original
Dyrk3,original
Vim,original
Chml,original
SPPL3,original
ASH2LP2,original
ERBAL2,original
Npat,original
Cd47,original
GRPR,original
Gm10160,original
Trpv3,original
CYP8B1,original
4930537H20Rik,original
Pds5b,original
AC090617.4,original
ASS1P5,original
RAB5CP2,original
STMND1,original
Cpvl,original
Vegfa,original
Prodh,original
FAM32CP,original
RN7SKP12,original
RNU7-191P,original
Rhbdd1,original
IGKDEL,original
Msl2,original
Adam20,original
Camk2n2,original
AL357614.1,original
CTSW,original
MTND2P19,original
RNU6ATAC22P,original
Maml3,original
4930566F21Rik,original
AABT,original
AC004707.1,original
HIGD1AP17,original
AC009097.2,original
N4BP3,original
FAM23B,original
CFAP126,original
Nrl,original
Ier2,original
CYP4A22,original
AC115622.1,original
UBE2Q2P3,original
MRPS22P1,original
RNU6-1157P,original
RNF212,original
PSMC1P10,original
Gimap4,original
OR7E157P,original
VASP,original
TRS-AGA5-1,original
LINC00637,original
Gm44214,original
Zfp652,original
HAPLN1,original
AC024270.4,original
OR9G6,original
Chrnb3,original
HIP1R,original
Gm10486,original
Gm47157,original
IRAK4,original
Gm47698,original
Gm26715,original
RNY4P6,original
PSMD9,original
AC073127.1,original
Olfr365,original
HCCS,original
AC069404.1,original
PNMA2,original
RPL25P1,original
RADX,original
PRR23D2,original
BCL6,original
TRE-TTC6-1,original
Zkscan4,original
MIR617,original
RNU4-50P,original
1700001F09Rik,original
TRAPPC6B,original
SPCS1,original
Gm21812,original
AC011899.3,original
AL162413.1,original
BRF2,original
MRPS36,original
AP002505.3,original
RNPC3-DT,original
Ptpn21,original
Slc5a11,original
Gm20400,original
NGL,original
Gm21093,original
SNORA87,original
NKG7,original
Gm13999,original
AC087477.3,original
HK2P2,original
Gm43698,original
Ddah1,original
DNAJB6P7,original
HMGN1P29,original
Gm20708,original
AC019118.1,original
RN7SL99P,original
