gene_collect,label
APOL3,original
4930408K08Rik,original
Synj2,original
CEP72,original
ALDH1L2,original
2310057J18Rik,original
PDCD6IP-DT,original
SNORD114-3,original
NEDD4L,original
Tuba8,original
MTCH1,original
AC093278.2,original
Gm32688,original
ECM1P1,original
Gm43597,original
Cda,original
MIR941-3,original
AC136616.3,original
ATP6V0CP1,original
Golgb1,original
4921501I09Rik,original
HERPUD2,original
RN7SL348P,original
RNU6-408P,original
AL591767.1,original
SUN3,original
MIR6505,original
SIGLEC19P,original
RPL17P43,original
MIR940,original
Tekt2,original
LINC01303,original
GPR104,original
Lacc1,original
Gm7580,original
4930415O20Rik,original
AC113404.1,original
ICAM4,original
TRNAMI2,original
SMIM34B,original
LRP10,original
LINC02967,original
ASS1P13,original
Gm20663,original
LINC01060,original
Gm36161,original
SAR1AP3,original
Gm20643,original
Fermt2,original
DNAH17L,original
Vmn1r3,original
MTMR1,original
LENG9,original
TRIM49B,original
Bche,original
Mmp15,original
PRD,original
Pgrmc1,original
SNORA50D,original
CDK2AP2P3,original
AC093019.2,original
CYSLTR2,original
Z70719.1,original
RN7SL252P,original
AL121935.2,original
SARNP,original
Cds2,original
KRTAP22-1,original
HDAC6,original
AL358215.2,original
Allc,original
Smarce1,original
Gm28529,original
ERCC8,original
Thoc6,original
SSH1,original
AL049869.3,original
REG4,original
Rbp4,original
Gm43674,original
AC083949.1,original
Gm16185,original
Gm44973,original
AC009498.1,original
Gm45502,original
Rp1,original
ABHD14A-ACY1,original
Ints4,original
Ubp1,original
Cacna2d1,original
Gm21981,original
CCDC58,original
Ggt7,original
Itgb5,original
ERVK-23,original
FGD6,original
RPLP1P6,original
OPN4,original
PPP1R18,original
Fitm1,original
MIR583HG,original
Atp12a,original
FABP5P6,original
AC188617.2,original
C5orf66,original
LINC01998,original
Olfr1094,original
Serpine2,original
Tbc1d19,original
RPL36AP50,original
Dnpep,original
BAIAP2,original
CDHR5,original
Map2k6,original
SP100,original
Olfr301,original
IGLC6,original
AC006273.1,original
LINC00113,original
ANKRD18FP,original
SPATA4,original
LINC02280,original
Gucy1b2,original
Fah,original
Gm44893,original
Prelp,original
RNU6-743P,original
Cd46,original
Ighv3-2,original
TUBG1,original
Hc,original
AC022929.2,original
AL024508.1,original
ZBED3-AS1,original
VN1R103P,original
RNA5SP155,original
RPL5P23,original
UBL7-AS1,original
Gm12414,original
Peli3,original
Gm16172,original
ATP8B2,original
AC090772.3,original
AC138089.1,original
PRR20C,original
Gm29961,original
Gm17041,original
SLC25A30,original
Med21,original
Gm45045,original
Gm39139,original
Tiam2,original
AL031055.1,original
TOX4,original
RDM1P2,original
MT-CO2,original
RNU6-302P,original
Eya1,original
RBM11,original
Rfc5,original
AL158214.2,original
KRTAP9L3,original
LINC01030,original
Gm14198,original
PRSS14,original
2210420H20Rik,original
AC012574.1,original
Gm17034,original
RN7SL812P,original
AC090541.1,original
CYB561D2,original
LINC01587,original
Abcf3,original
Stx4a,original
Ybey,original
IGKV2D-40,original
AC023300.2,original
Pclaf,original
APOD,original
1700025K24Rik,original
4933428P19Rik,original
AKR1B1P3,original
Kbtbd2,original
Gm44850,original
Nrn1,original
RN7SL466P,original
RPLP1L4,original
AC009242.1,original
Uimc1,original
MIR605,original
Nup98,original
SKP1P1,original
Gabrg1,original
SLC10A3,original
RASA2,original
HSPA1B,original
IFIT6P,original
SRP54-AS1,original
RN7SKP299,original
Gm15418,original
NDUFA9P1,original
Vmn1r209,original
PCNX3,original
CTSC,original
Vmn1r203,original
RNU6-899P,original
Gsc2,original
Caprin2,original
SSBL6P,original
LINC01478,original
UBA6-AS1,original
Dhrs9,original
SNORD13G,original
HRPT1,original
SPATA31E2P,original
E2f7,original
EDRF1,original
Fpr-rs3,original
NKX6-3,original
Eva1c,original
Rslcan18,original
Gm26838,original
Gm45213,original
Vars,original
SLX9,original
AC115522.1,original
HS6ST3,original
Gm20758,original
Gm8297,original
MTND5P38,original
TMEM79,original
ZNT1,original
AC093802.1,original
Syne4,original
Zfp160,original
GMFBP1,original
AC115619.1,original
Gm44672,original
MIR548AO,original
Lrp8os2,original
AC245297.2,original
BX640514.1,original
MIR7113,original
Cd200r3,original
AL590432.1,original
Phf20l1,original
ACY3,original
OR2A26,original
RBM26-AS1,original
AC092295.1,original
SLCO1B3,original
AC103674.4,original
AL139807.1,original
Rpl36al,original
Cd8a,original
Dhh,original
GNG5P1,original
TCRGV3,original
Ptpro,original
HPRT1P2,original
AL390755.3,original
C14orf62,original
MGMT,original
Zscan4f,original
RPS3AP3,original
TRD-GTC2-9,original
4930511J24Rik,original
4930467E23Rik,original
Zfp983,original
SP140L,original
MT-CSB2,original
RNU7-195P,original
AC079942.1,original
RFX8,original
RNU7-2P,original
AL136460.1,original
Tdrd1,original
Krtap5-3,original
OR4G4P,original
TRAV11,original
LINC02268,original
SLC25A31,original
Ddc,original
LINC00964,original
EEF1A1P25,original
AQP10,original
MRI1,original
4921504A21Rik,original
Fbxw15,original
Ifi213,original
Invs,original
GUSBP12,original
PLXN6,original
ASAP3,original
Gm14168,original
LINC02165,original
Gm29363,original
Gps2,original
Samd1,original
Fastkd3,original
RFESDP1,original
Ripor1,original
AC022447.7,original
USP9YP10,original
AL031674.1,original
Atad2b,original
Mrps6,original
DPDE1,original
Gm6309,original
AK5,original
AC108053.1,original
TRBV7-2,original
TRPA1,original
RPS15AP2,original
EEF1AKMT3,original
Gm29515,original
OR7E52P,original
RPL37P2,original
AC084121.6,original
4930456L15Rik,original
AC127024.5,original
AKAP8P1,original
Nphp4,original
RN7SL557P,original
RNA5SP130,original
Cdkn2a,original
Rcor2,original
Trav13n-4,original
NPEPPSP1,original
PLCG1,original
LEMD1-DT,original
Gm36435,original
Olfr45,original
AC016705.2,original
Cfd,original
Ddb1,original
COPB2-DT,original
GFPT2,original
YBX1P3,original
Ccdc189,original
TBC1D19,original
LY6K,original
Lcn3,original
TUBB8P2,original
Gm28133,original
LCE1B,original
TRIM28,original
HSD17B3,original
AF131215.7,original
Traj45,original
Wdtc1,original
RPL18AP17,original
EIF4EL1,original
Uvrag,original
GSPT2,original
Z82214.1,original
Ap5z1,original
Ugt1a2,original
H2AZ2-DT,original
Serpinb8,original
AC068616.1,original
AP002755.1,original
BPY2B,original
RNU4ATAC11P,original
AC022296.4,original
PNI1,original
USP12PY,original
SEMA6B,original
SERPINA2,original
AL136115.3,original
Gm43720,original
Kcne2,original
AL157371.2,original
Cdc42se2,original
CATSPERD,original
RPL34P15,original
Olfr1346,original
TRIM60P12Y,original
Polr2a,original
MIR3179-1,original
MIR7978,original
1700116B05Rik,original
AC125257.1,original
AC037487.1,original
IGHV3-30-5,original
AL139384.1,original
Chrna10,original
Gm26846,original
MIR4644,original
SLC2A1-AS1,original
Ppp2r2b,original
LINC00537,original
IFI35,original
Taar9,original
PABPN1L,original
CCL24,original
Gsto2,original
DUTP8,original
OR2B11,original
RPL21P81,original
LINC02358,original
Ube2k,original
Rell2,original
WDR83,original
NMUR2,original
DEFA1A3,original
FZD2,original
AC091010.1,original
AL049775.2,original
AC237221.1,original
NTN1,original
POGZ,original
SLC35B2,original
Eid2b,original
Boc,original
C20orf204,original
FUT4,original
ZNF891,original
Gm12434,original
HSPE1P25,original
Gm5796,original
Klhl38,original
VHL,original
Uba1,original
AC074212.1,original
H2-M9,original
Tmlhe,original
Spry4,original
NRG1-IT3,original
PCDHGA10,original
MAP4K1-AS1,original
CDX3,original
ATP8B1,original
SMIM23,original
PLML,original
BX284668.6,original
AC069234.3,original
4933427I04Rik,original
Gm47167,original
Gapdhs,original
KIF1A,original
CYCSP18,original
Gm36261,original
CEACAM16-AS1,original
1700037F03Rik,original
AC007222.2,original
LINC03003,original
9330182O14Rik,original
ZNF838,original
XPNPEP1,original
Pnpla1os,original
KLF17P1,original
RNU6-1150P,original
Fkbp7,original
AL359921.1,original
Lrwd1,original
C4BPB,original
CNN2P2,original
FAM90A15P,original
MTCO2P3,original
GFI2,original
RN7SL29P,original
PGRMC2,original
RN7SKP1,original
Foxd1,original
RNU7-84P,original
1810007C17Rik,original
Gm5493,original
Epn3,original
Gm11559,original
AP001469.2,original
RNU4-6P,original
CAMKK1,original
SNURF,original
SIN3B,original
Smtn,original
RABGAP1L-AS1,original
LINC02208,original
BAGE2,original
TBC1D26-AS1,original
IGHV3OR16-13,original
Lmo2,original
H2AZ1-DT,original
MMP14,original
ZNF16,original
COX4I1P1,original
MRPL42P6,original
KCP,original
AC079922.2,original
Mettl21a,original
RNA5SP398,original
AL161714.1,original
Ighv1-4,original
NIFKP2,original
ZBTB8OSP1,original
SLC7A4,original
AC027627.1,original
CHRNA4,original
AKAP11-IT1,original
IKBIP,original
RNU6-855P,original
Polr2h,original
RPS17P13,original
RNY1P3,original
Kcnq5,original
Ddx59,original
PHYHD1,original
ITM2B,original
Yipf2,original
FAM114A2,original
4930509G22Rik,original
TRL-AAG1-2,original
Gm26853,original
AP003557.1,original
5033403F01Rik,original
Cdh8,original
MTCO2P9,original
Tex9,original
THAP12P5,original
Cd8b1,original
STRADB,original
Gm26888,original
RN7SKP241,original
Fkbp6,original
Myh7b,original
METTL7B,original
RUSC1-AS1,original
Tmpo,original
E4f1,original
MIR4640,original
CXCL8,original
Commd3,original
Olfr143,original
ANTP3,original
RNA5SP327,original
TRM-CAT4-1,original
Rap1b,original
AC011351.1,original
PWWP2A,original
VIPR2,original
RBBP4P6,original
RPS15AP30,original
RN7SL447P,original
LINC02854,original
AL391832.1,original
DIRC1,original
AC005479.2,original
GAS6,original
MAMDC2,original
AL133245.1,original
CD27LG,original
RN7SL636P,original
Slc28a1,original
ZNF337-AS1,original
Hbb-bh2,original
Gm26555,original
Gm20909,original
KRT18P35,original
Fam84a,original
HNRNPA1P37,original
MKNK2P1,original
HCG17,original
PLN,original
AC005220.1,original
HMGB3,original
AC087672.1,original
7330404K18Rik,original
KIAA1324,original
Esr2,original
Zfp946,original
AL158829.1,original
ALDH7A1P4,original
BICRA,original
PARP12,original
AC123595.2,original
ABHD2,original
AC025839.1,original
SHISAL2A,original
A730060N03Rik,original
Ccdc121,original
Zfp967,original
RNVU1-16,original
AC087116.1,original
TRAJ23,original
Kif2c,original
March3,original
ARAFP1,original
AC024022.1,original
GPATCH8,original
Vgll2,original
H2AZP6,original
LINC01097,original
Atpaf2,original
TRIM35,original
RAPH1,original
GAPDHP53,original
PIRC45,original
DPM1,original
Trir,original
AC006064.3,original
RNVU1-30,original
TSLC1,original
A030003K21Rik,original
IGLVIV-59,original
ULK4P2,original
RNU1-49P,original
Dppa2,original
Gm13362,original
FBP2P1,original
ACTL9,original
Vmn2r33,original
RPL3P9,original
AC161199.1,original
Kdelr3,original
PRRG3,original
Insl3,original
Pcdhb5,original
SONP1,original
RNU4-55P,original
ATP10C,original
Zrsr1,original
Edrf1,original
PPA1,original
PNPLA3,original
SATB1-AS1,original
C14orf180,original
HLA-Z,original
PLI,original
Iqsec2,original
Spg7,original
MRPS16P1,original
ALOXE3P1,original
Bfsp1,original
FO393415.1,original
MEGF11,original
GPM6A,original
AHCYP3,original
MIR409,original
YPEL5P1,original
DPYD-IT1,original
Plg,original
Tmem110,original
AF064866.1,original
AL121885.2,original
ZNF292,original
Pih1d3,original
CXorf10,original
Lrrc6,original
PPM1K-DT,original
RNU6-969P,original
LINC01659,original
AC018445.1,original
MTND4LP26,original
AP001099.1,original
HTK,original
AL645465.1,original
AC092336.1,original
Gm31432,original
MECOM,original
CYMP-AS1,original
ODF3L1,original
Igkv6-14,original
AL023584.1,original
ARID5A,original
Fhad1,original
DPY19L1P1,original
Gm47224,original
Gm47061,original
AC106744.1,original
Gfm1,original
AA986860,original
Hmgb2,original
STRIP2,original
PSCA,original
AC108721.2,original
LINC02387,original
UGT1A7,original
TRM-CAT2-1,original
NDUFA12,original
FKBP4P1,original
Rpap3,original
GALNT13-AS1,original
Gm47320,original
AC104653.2,original
AL359091.4,original
Tkt,original
Gm45012,original
PFDN1,original
LINC00366,original
Cbln1,original
SLITRK6,original
AC084876.1,original
Hsd3b1,original
RBMY2YP,original
AL136979.1,original
Dspp,original
Hyal1,original
KRT18P2,original
APOJ,original
PARP4P2,original
AC100858.4,original
Plekha2,original
USP43,original
C16orf29,original
CPHL1P,original
AL390243.1,original
8030423J24Rik,original
Ndufs4,original
RINL,original
Dynll2,original
Olfr618,original
RN7SKP81,original
Zeb2,original
AC117528.1,original
MAFA,original
SLC16A8,original
RPL23AP32,original
IGLVI-20,original
Vsig1,original
RNU11-6P,original
Rufy2,original
CHEK2P1,original
Ppip5k1,original
THOC3-AS1,original
B3GNT3,original
KRT33A,original
RN7SL852P,original
LINC02066,original
MT1H,original
Axin2,original
NDUFB4P9,original
FAM200B,original
Gm13781,original
Olfr1116,original
CXXC1,original
Chkb,original
SMIM22,original
Serac1,original
TRAV23DV6,original
NDUFA5P4,original
ACBD4,original
TUBAP12,original
AL009050.1,original
FBRSL1,original
CYP51A1P1,original
AL445207.1,original
ZNF415P1,original
Gm31562,original
Heatr1,original
MIR3672,original
AC022509.3,original
AL138781.1,original
AC025442.2,original
SYCP3,original
Ydjc,original
OIT3,original
SNORA1,original
Ugt2b5,original
ITGA11,original
Trp53cor1,original
OR1J2,original
Defa30,original
Gm32939,original
Asmt,original
RPSAP26,original
AC169509.3,original
AC093827.4,original
Gm49355,original
Efna3,original
Foxred2,original
MTA3,original
LINC01621,original
Pvrig,original
C22orf46P,original
Sh3d19,original
AL158212.2,original
Cdk18,original
CAMTA1,original
RPP25,original
LINC01501,original
Rpusd1,original
Reps1,original
AC008243.1,original
HIF1AN,original
RPL6P16,original
MMP3,original
Gm28182,original
TRS-TGA3-1,original
AC000124.1,original
Gm48072,original
P4ha2,original
SIM1-AS1,original
AP001351.1,original
TELO2,original
Slc38a10,original
Gm11454,original
Gm14692,original
DISC1FP1,original
RN7SL313P,original
DYS,original
Bco2,original
MHS3,original
CREBBP,original
MTND5P44,original
CT47A9,original
Gm48764,original
RPL26P15,original
AC007601.2,original
Gm44686,original
AC025576.1,original
Gm17690,original
Gm17173,original
Vcl,original
AC011511.2,original
QKILA,original
LINC01778,original
AC073352.2,original
MTND4LP24,original
MIR6800,original
POU5F1P5,original
RPL19P12,original
MIR10392,original
HSD17B8,original
IZUMO3,original
Cd200r2,original
4930517O19Rik,original
LINC02617,original
RSL24D1P11,original
Madd,original
Map3k10,original
GIMAP2,original
RNU2-29P,original
TXNP4,original
Dtna,original
AC010641.1,original
LINC00158,original
MAGED4,original
NR1H4,original
Gpr173,original
Gm28515,original
Gm49369,original
Mga,original
Wfdc1,original
AC007566.1,original
MAGEB6B,original
AL359259.1,original
Exosc2,original
Gm27244,original
ERMARD,original
RASAL1,original
Ccnyl1,original
TMEM184A,original
Plekhg2,original
MYO16-AS1,original
CTAA1,original
AC112722.1,original
Hpca,original
MAGEB10,original
Olfr906,original
DFNA38,original
H3P7,original
MIRLET7C,original
AL121658.1,original
AC123567.2,original
Scarf2,original
BANF1P5,original
TMEM209,original
RNA5SP443,original
CDK5,original
LINC01356,original
RNU6-417P,original
LRCOL1,original
RN7SL371P,original
LINC01565,original
Gbx2,original
Gm2696,original
MAP7D2,original
CNOT10-AS1,original
A430106G13Rik,original
Dnah12,original
RNU6-241P,original
AC073539.1,original
ANKRD17-DT,original
RRP1B,original
Nms,original
NOVA3,original
CLUHP5,original
MIEN1,original
Nckipsd,original
AP001136.1,original
MCCD1P2,original
RAD51AP1P1,original
CCDC130,original
LINC02976,original
USP38,original
GATA4,original
LINC01643,original
MAD1L1,original
Gm13883,original
AC112943.2,original
AC090164.4,original
DUX4L11,original
Samt2,original
RPL10P2,original
Plac8l1,original
Tnfsfm13,original
AC079382.2,original
AC087761.1,original
AC010261.2,original
GSK3A,original
ATAD2,original
HUR,original
AC004771.3,original
RN7SL748P,original
C1orf4,original
IFNA1,original
4933407E24Rik,original
ITGA4,original
NYNRIN,original
Mannr,original
TSPY26P,original
CDRT5,original
AC092944.1,original
AC135457.1,original
Tra2a,original
AC078785.2,original
EFCAB6-AS1,original
TREML2,original
KLHDC7B,original
RINT1,original
Klf16,original
Zfp712,original
AL360227.1,original
Mixl1,original
CETP,original
Fbxw9,original
ESAT,original
Kmt2e,original
LINC01620,original
ERICH6-AS1,original
RN7SKP173,original
MIR4271,original
TMEM132D,original
Aph1a,original
CTPL1,original
Ddx50,original
AC016590.4,original
Gm13715,original
Gm26689,original
RNA5-8S1,original
SUZ12P1,original
IDDM17,original
AL031428.1,original
IMPDH1P8,original
AC087289.2,original
RN7SKP298,original
NBEAL2,original
FRA5B,original
Clec2g,original
Mto1,original
IGHVII-1-1,original
4930579M01Rik,original
AD3,original
Gmnn,original
Kctd3,original
HIF1A-AS1,original
CTDSPL2P2,original
BX284668.5,original
MIR1248,original
MIR3677HG,original
Hoxa9,original
Olfr177,original
Magi2,original
AMD1P4,original
ARL4AP2,original
AL121928.1,original
AC007652.2,original
Igkv1-110,original
ERVK3-4,original
MMADHC,original
AN2,original
AC018445.6,original
Gm44968,original
KRT18P30,original
RNA5SP64,original
Rdh11,original
OSBPL1A,original
Gm12951,original
FAM85A,original
Cnga2,original
SLC4A1APP2,original
SNAI3,original
Camk1g,original
Ccr8,original
Tmprss3,original
TRA-CGC2-1,original
Ferd3l,original
DNM1DN1@,original
5031434C07Rik,original
OR8A2P,original
AC021660.2,original
MTCO2P32,original
Nck2,original
SNORD115-34,original
DGKQ,original
RN7SL386P,original
DFNB20,original
SAP2,original
Atg4a-ps,original
GAP43,original
LINC02430,original
ACTG1P8,original
AW209491,original
Gm47715,original
Vezf1,original
RPL9P18,original
MAPRE2,original
Col9a1,original
Gm29825,original
RNU6-1021P,original
RPL36AP47,original
Ints12,original
2810032G03Rik,original
Olfr1283,original
AC009562.1,original
CNTN4,original
SDHAF2,original
FAM47E-STBD1,original
Gm17631,original
Prx,original
SLC35G1,original
Ctf1,original
EPHA10,original
KLRK1-AS1,original
RNVU1-32,original
CYCSP30,original
Slc12a3,original
Ccdc78,original
Mrpl51,original
CLG4A,original
RNU6-282P,original
Gm4814,original
Gm42957,original
JUN,original
Cldn17,original
HHATL,original
POLR3C,original
PCAT2,original
SNORD39,original
MFFP1,original
EIF5,original
Il21r,original
AC026320.1,original
AC026464.2,original
C2orf73,original
PPP1R14BP2,original
C16orf92,original
Hsd17b10,original
Gm45175,original
H3P8,original
RPS24P11,original
AC107068.1,original
RNU6-967P,original
Dsc2,original
Gm9962,original
MKI67P1,original
VPS33B-DT,original
Esp6,original
Cisd2,original
MPE,original
CAMLG,original
ZPR1,original
MIR6727,original
TCF12-DT,original
AA672651,original
BAGE5,original
Gm5800,original
AL138916.1,original
AC103843.1,original
KDM3A,original
IL6R,original
AC011752.1,original
Top2b,original
AC007622.2,original
RNU6-960P,original
RNY4P14,original
GPR26,original
Gm5533,original
OR7E71P,original
Mageb5,original
Ins2,original
4930558N11Rik,original
LINC00265-2P,original
Zfyve1,original
MIR12133,original
NOT2,original
PHOX2B-AS1,original
Gm32243,original
HGD,original
Hpse,original
AL450326.1,original
PMVK,original
Polr2i,original
CCDC3,original
Dlgap3,original
DNAHL1,original
Tmprss5,original
PAICSP7,original
AC012313.9,original
Mcpt1,original
IDH3B-DT,original
RPS3AP53,original
Gm28135,original
SNORD13F,original
PSTPIP1,original
Cxcl16,original
Gm16104,original
ADAMTSL4-AS1,original
KLHDC2,original
HMGN1P18,original
Atg14,original
PPP3CC,original
RN7SKP188,original
PLAAT2,original
St8sia5,original
Olfr984,original
SMAD1,original
CDY22P,original
Ybx1,original
AC016687.3,original
LINC01789,original
GST12,original
EXD2,original
ERBA1,original
TRAV13-1,original
Maf1,original
AL022323.2,original
TIMM8BP2,original
MAPKAPK3,original
ZNF233,original
RNU7-180P,original
NDUFB1P2,original
MYCBP,original
Ighv1-21,original
PSMD7P1,original
Scara5,original
AL365394.1,original
AC009955.4,original
RNU1-97P,original
Gm17139,original
LYSMD2,original
G10P1,original
RN7SL49P,original
AC078962.4,original
DFFA,original
Gkn1,original
PRTH,original
GDPD4,original
RNU6-235P,original
Kdm2a,original
ANKRD54,original
ZNF865,original
RNU1-154P,original
RNU6-35P,original
AC073342.2,original
H2AZP4,original
EEF1A1P15,original
CDY16P,original
AL929091.1,original
AI467606,original
AC010163.2,original
Gm11033,original
Gm28382,original
SLC7A11-AS1,original
MIR6871,original
USP9YP22,original
Gm29340,original
MEIS3P1,original
ZNF516,original
Siglecf,original
RN7SL512P,original
RPS12P28,original
Ccdc92b,original
SLC29A4P2,original
AC090181.1,original
ERVK-27,original
AC092747.1,original
Il11ra2,original
MIR3678,original
FIRRE,original
MSK37,original
UNC13B,original
MTND5P20,original
A530053M12Rik,original
ZBTB10,original
1700029P11Rik,original
TRC-GCA20-1,original
ZNF80,original
RNU6-607P,original
MT-ND2,original
BMP2K-DT,original
Gm35608,original
Klf5,original
TSSK5P,original
Pex14,original
Gm15839,original
Rrp36,original
ATF1,original
RNU7-82P,original
LINC02091,original
Ctsr,original
AP1M2,original
Gm28536,original
AC133485.2,original
ANKMY2,original
BAALC-AS1,original
RPL7AP55,original
FAM83H,original
AFAP1L1,original
Rasa2,original
AC242426.2,original
RPL30P16,original
SMSP1,original
LIN7C,original
SP4,original
AC020907.3,original
Gm35501,original
4930402F06Rik,original
AC127024.4,original
Olfr702,original
AC012146.3,original
Vmn2r23,original
AC093871.1,original
TCRGJP1,original
TRPC6P5,original
PABPN1P1,original
TRAM2-AS1,original
C3orf36,original
SULT6B1,original
RPS13P6,original
RARS2,original
RPS10P24,original
CATSPER1,original
TINCR,original
MTND2P12,original
KHRBP1,original
ATP5IF1,original
Prr16,original
RPSAP30,original
INCA1,original
FRA1E,original
AP001107.4,original
Npbwr1,original
AC021087.4,original
TIPRL,original
SNX18P23,original
GINS4,original
AC008119.1,original
AC073429.1,original
RNU4-32P,original
RNA5SP285,original
AC131339.4,original
DNCM,original
C10orf99,original
Pmepa1os,original
RNA5SP414,original
AC244394.2,original
AC127024.3,original
IGHV3-47,original
Pnma1,original
RPS26P28,original
ZNF318,original
AL137027.1,original
MARK2P7,original
GLRX5P3,original
Dpcr1,original
AC106822.1,original
GOLGA6L1,original
AC006148.2,original
Vps50,original
Rpl31,original
AC022441.2,original
BLOC1S4,original
NDUFS5P5,original
RNA5SP353,original
RPL12P2,original
RNU6-1152P,original
Gm17019,original
SPANXN4,original
HMGB1P14,original
Pafah1b3,original
MF4,original
PFAS,original
D930048N14Rik,original
Skp2,original
BMP2K,original
AL591742.2,original
LINC01736,original
OR4H10P,original
U2AF2,original
Itk,original
RNU6-66P,original
Tmem27,original
AL109615.2,original
AC100826.1,original
AP001267.4,original
RN7SL610P,original
Gin1,original
Gm13982,original
DSCAM-IT1,original
CTAGE5,original
A530013C23Rik,original
LINC01915,original
ZDHHC22,original
Rrn3,original
ZNF473,original
AL772202.1,original
Gm48447,original
DPPA3P4,original
TMEM256P2,original
CD19,original
Gm15298,original
Togaram1,original
Mdga2,original
Olfr739,original
SLC23A1,original
MIR5192,original
MTURN,original
KLC2-AS2,original
Gm37696,original
TRK-CTT2-3,original
AL356804.1,original
EXO1,original
PLA2G10,original
RASGRF3,original
PPP1CB,original
HSPDP4,original
RN7SL600P,original
RNU6ATAC15P,original
LINC01742,original
Gm8257,original
4930555O08Rik,original
Gm20914,original
Lce1a2,original
ST14,original
AL079301.1,original
AC007220.1,original
Gm48428,original
LCN5,original
Rrp9,original
AL158837.1,original
Sohlh2,original
LINC02341,original
Prrt3,original
5730596B20Rik,original
AMIGO1,original
RANP6,original
OR9G1,original
DLG2,original
Prox1,original
Gm45027,original
Mup20,original
Plac9b,original
Olfr994,original
AP005210.1,original
HCAR3,original
FRA2I,original
AC015674.1,original
AL135784.1,original
EVA1C,original
AP000679.1,original
PPWD1,original
LINC01827,original
Sh2d7,original
RPS24P7,original
TNS4,original
PRAMEF26,original
PDCD5,original
Col22a1,original
NRAL,original
Mag,original
Gm29200,original
RN7SKP2,original
Igkv9-120,original
Galnt13,original
Tlr2,original
LINC02858,original
Map3k12,original
Cstf3,original
RNU6-879P,original
AC011193.1,original
Phf12,original
1700013H16Rik,original
Gm5141,original
RNA5SP25,original
AP001117.1,original
DMXL2,original
ZBTB22,original
CD180,original
Arhgap31,original
Hist1h2bj,original
CHURC1-FNTB,original
ST8SIA5,original
4930562A09Rik,original
Egfros,original
IBP1,original
Ddi1,original
Akr1d1,original
AL109923.1,original
CCDC86-AS1,original
Mtrr,original
IL12RB2,original
CREB1,original
REG3A,original
RPL29P32,original
C6orf224,original
Mptx1,original
Smkr-ps,original
VN1R63P,original
CYB5AP1,original
RN7SKP292,original
Gm28244,original
CU639417.5,original
RPL10P1,original
MARF1,original
Egr4,original
RN7SL69P,original
Gm14718,original
AL157394.3,original
AL133523.1,original
Gm47524,original
C17orf113,original
Insl6,original
MTND6P23,original
ANKRD24,original
Gm20754,original
Slc35b2,original
Coil,original
Tff1,original
MTND4P13,original
Usp29,original
AC008764.2,original
AL354920.1,original
FGF14-IT1,original
P2RX3,original
SLC12A9-AS1,original
AC093849.1,original
Gm42945,original
RAD51B,original
AC092490.1,original
Galnt7,original
PPIAP38,original
SRP72P2,original
SRFBP1,original
Gm48065,original
EVA1CP1,original
LINC02220,original
Smim22,original
TBC1D3P7,original
TMEM119,original
Acyp1,original
Gm28710,original
AC002115.1,original
0610012D04Rik,original
AL049833.2,original
AC062015.1,original
AC020687.1,original
MCOLN2,original
ACTBP4,original
MTND3P20,original
LINC01309,original
H2afy,original
OR4S1,original
TRNAN31,original
RPS15AP40,original
DUSP1,original
AL451123.2,original
Mrgprb5,original
OR52V1P,original
TAAR8,original
CASQ2,original
GOLGA8T,original
TMSB15C,original
AC123912.2,original
RNA5SP276,original
OR10A1,original
Lysmd2,original
Osm,original
Galk2,original
TJAP1,original
AL109828.1,original
Samd15,original
ARP1,original
IFNP23,original
Ulbp1,original
SYNGAP1,original
LCE1F,original
RPS27L,original
AL358292.1,original
TRBV5-7,original
AC165344.1,original
AC108482.1,original
Szt2,original
GEMIN5,original
AC004828.2,original
Rtl3,original
C11orf98P3,original
GLC1A,original
ELOC,original
RNF152,original
TP53I3,original
MTND2P38,original
BRCTD1,original
NIM1K,original
Gm40055,original
MIR577,original
Gm36799,original
ESRL1,original
AC068880.3,original
Dtwd2,original
C21orf120,original
RPL7AP17,original
Cltb,original
EPN2-IT1,original
NTMT1,original
RAD1P1,original
TRI-AAT3-1,original
AC097448.1,original
AC087286.3,original
CLDN1,original
Tm9sf3,original
Gm38361,original
AP000943.1,original
Tmprss11c,original
AC010761.1,original
FAAH,original
Mapk8,original
RPL36AP4,original
Gm15624,original
APT1LG1,original
AC026748.3,original
TAS2R23,original
BCRP9,original
Olfr1198,original
PCNT,original
Dcaf11,original
Gm28449,original
RNU7-97P,original
RN7SL768P,original
RNU6-1274P,original
Gclc,original
Dcst1,original
SORBS2-AS1,original
TMEM223,original
AC090023.2,original
LACTBL1,original
AP3M1,original
RNU4-9P,original
Gm48933,original
RNU6-56P,original
Mccc2,original
MIR6795,original
Tm2d1,original
Gm48678,original
SGPP1,original
SELENOV,original
KCTD5,original
CLCP1,original
Eif4ebp1,original
Tbc1d14,original
CD15,original
RNA5SP456,original
AC002558.3,original
NADSYN1,original
ADIPOR2,original
DCANP1,original
Gm20822,original
AP000753.1,original
MIR133A1,original
H2al1h,original
TRAPPC12-AS1,original
POU2AF3,original
LINC02202,original
AC008877.1,original
SSU72L4,original
CLSTN2,original
RNU7-87P,original
Trim52,original
PGAM1P8,original
RPL23AP81,original
OR4R1P,original
RPL23AP62,original
RPL41P4,original
AC004080.17,original
MIR346,original
Vmn2r116,original
SAMD9L,original
RHBDD1,original
NOC4L,original
Gm33053,original
PIRC98,original
